Friend's codename	Date of friendship start	Date of first Niantic friendship start	Friendship initiated by	Friendship Source	Originating Game (If source is Friend Graph)	Nickname	Games they are Friends in
ElectricTrainer668	2026-05-23T21:40:47.403Z	2026-05-23T21:40:47.386Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyRanger556	2026-05-23T21:40:48.973Z	2026-05-23T21:40:48.958Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
BraveWanderer386	2026-05-23T21:40:50.391Z	2026-05-23T21:40:50.371Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
WildHunter683	2026-05-24T18:23:41.527Z	2026-05-24T18:23:41.509Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicFalcon121	2026-05-24T18:23:42.661Z	2026-05-24T18:23:42.637Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantFalcon500	2026-06-03T03:15:04.177Z	2026-06-03T03:15:04.140Z	Friend	FRIEND_GRAPH	niasocial		niasocial, pgo
GoldenTrainer771	2026-06-05T04:59:59.290Z	2026-06-05T04:59:59.267Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyTracker809	2026-06-07T06:01:42.065Z	2026-06-07T06:01:42.040Z	Friend	FRIEND_GRAPH	niasocial		niasocial, pgo
SwiftPikachu926	2026-06-21T16:03:54.442Z	2026-06-21T16:03:54.415Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantComet430	2026-06-25T01:48:36.295Z	2026-06-25T01:48:36.269Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
BraveStriker134	2026-06-25T01:48:37.263Z	2026-06-25T01:48:37.239Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderScout763	2026-06-27T22:01:08.918Z	2026-06-27T22:01:08.900Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyWanderer116	2026-06-27T22:39:46.894Z	2026-06-27T22:39:46.877Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrystalSage272	2026-06-27T22:41:02.612Z	2026-06-27T22:41:02.595Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
SwiftHunter545	2026-06-27T22:41:04.238Z	2026-06-27T22:41:04.221Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
FrostWanderer201	2026-06-27T22:47:10.243Z	2026-06-27T22:47:10.220Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
BraveHunter775	2026-06-27T23:09:14.015Z	2026-06-27T23:09:13.998Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ElectricPikachu259	2026-06-27T23:09:19.557Z	2026-06-27T23:09:19.539Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
IronComet322	2026-07-13T04:10:41.378Z	2026-07-13T04:10:41.360Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonSage518	2026-07-13T04:10:42.291Z	2026-07-13T04:10:42.261Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberScout639	2026-07-13T04:10:43.016Z	2026-07-13T04:10:42.994Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ShadowTrainer625	2026-07-13T04:10:53.277Z	2026-07-13T04:10:53.254Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
SolarStriker799	2026-07-13T04:10:55.076Z	2026-07-13T04:10:55.051Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantPhoenix593	2026-07-13T04:11:04.153Z	2026-07-13T04:11:04.128Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LunarNomad257	2026-07-13T04:11:14.095Z	2026-07-13T04:11:14.076Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
FrostDragon851	2026-08-01T22:42:12.706Z	2026-08-01T22:42:12.688Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonSage209	2026-08-01T22:42:13.930Z	2026-08-01T22:42:13.912Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicDragon879	2026-08-01T22:42:16.240Z	2026-08-01T22:42:16.241Z	Friend	FRIEND_INVITE	pgo		pgo
ShadowRanger102	2026-08-01T22:42:17.079Z	2026-08-01T22:42:17.061Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
FrostFalcon840	2026-08-01T22:42:19.888Z	2026-08-01T22:42:19.866Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberPhoenix409	2026-08-01T22:42:21.093Z	2026-08-01T22:42:21.072Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonFalcon510	2026-08-01T22:42:23.839Z	2026-08-01T22:42:23.824Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicScout546	2026-08-01T22:42:24.760Z	2026-08-01T22:42:24.740Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MysticPikachu854	2026-08-01T22:42:27.198Z	2026-08-01T22:42:27.180Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyStriker154	2026-08-01T22:42:28.127Z	2026-08-01T22:42:28.110Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
IronFalcon747	2026-08-01T22:42:29.586Z	2026-08-01T22:42:29.568Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyTracker529	2026-08-01T22:42:30.497Z	2026-08-01T22:42:30.480Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberComet610	2026-08-01T22:42:32.137Z	2026-08-01T22:42:32.113Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MysticSage510	2026-08-01T22:42:33.885Z	2026-08-01T22:42:33.867Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
SolarTracker790	2026-08-01T22:42:36.719Z	2026-08-01T22:42:36.720Z	Friend	FRIEND_INVITE	pgo		pgo
TurboMaverick627	2026-08-01T22:49:56.943Z	2026-08-01T22:49:56.925Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
GoldenScout849	2026-08-01T22:50:00.270Z	2026-08-01T22:50:00.250Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderPioneer832	2026-08-01T22:50:00.994Z	2026-08-01T22:50:00.973Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrystalComet205	2026-08-01T22:50:01.680Z	2026-08-01T22:50:01.663Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
WildRaptor315	2026-08-01T22:50:03.537Z	2026-08-01T22:50:03.515Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
GoldenRaptor186	2026-08-01T22:50:04.467Z	2026-08-01T22:50:04.448Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
BraveScout829	2026-08-01T22:50:07.874Z	2026-08-01T22:50:07.838Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ShadowRaptor256	2026-08-01T22:50:09.777Z	2026-08-01T22:50:09.758Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicRaptor168	2026-08-01T22:50:10.882Z	2026-08-01T22:50:10.865Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LunarSage712	2026-08-01T22:50:11.702Z	2026-08-01T22:50:11.685Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonHunter701	2026-08-01T22:50:13.357Z	2026-08-01T22:50:13.341Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LuckyNomad540	2026-08-01T22:50:14.132Z	2026-08-01T22:50:14.105Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberScout360	2026-08-01T22:50:15.134Z	2026-08-01T22:50:15.109Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
WildTracker827	2026-08-01T22:50:15.996Z	2026-08-01T22:50:15.970Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ElectricStriker941	2026-08-01T22:57:02.318Z	2026-08-01T22:57:02.302Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
TurboMaverick729	2026-08-01T22:57:03.832Z	2026-08-01T22:57:03.815Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
WildRanger579	2026-08-01T23:04:39.556Z	2026-08-01T23:04:39.538Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
SwiftTrainer884	2026-08-01T23:04:40.439Z	2026-08-01T23:04:40.419Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonPikachu989	2026-08-01T23:04:41.683Z	2026-08-01T23:04:41.668Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantFalcon721	2026-08-01T23:04:42.384Z	2026-08-01T23:04:42.366Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicFalcon609	2026-08-01T23:04:43.415Z	2026-08-01T23:04:43.395Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrystalSage754	2026-08-01T23:04:44.347Z	2026-08-01T23:04:44.324Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
SolarTracker137	2026-08-01T23:04:45.067Z	2026-08-01T23:04:45.051Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrimsonPhoenix522	2026-08-01T23:04:47.403Z	2026-08-01T23:04:47.383Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
IronTrainer519	2026-08-01T23:04:48.239Z	2026-08-01T23:04:48.221Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberCharizard528	2026-08-01T23:04:49.170Z	2026-08-01T23:04:49.145Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LuckyFalcon969	2026-08-01T23:04:49.834Z	2026-08-01T23:04:49.815Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderPhoenix545	2026-08-01T23:04:50.543Z	2026-08-01T23:04:50.525Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ElectricVoyager879	2026-08-01T23:04:54.780Z	2026-08-01T23:04:54.765Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderPhoenix589	2026-08-01T23:04:56.289Z	2026-08-01T23:04:56.269Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberNomad396	2026-08-01T23:04:58.354Z	2026-08-01T23:04:58.331Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ElectricPhoenix566	2026-08-01T23:05:03.125Z	2026-08-01T23:05:03.102Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
MightyPioneer316	2026-08-01T23:29:00.701Z	2026-08-01T23:29:00.682Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
WildComet712	2026-08-01T23:29:04.578Z	2026-08-01T23:29:04.560Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderMaverick794	2026-08-01T23:29:06.235Z	2026-08-01T23:29:06.210Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantVoyager217	2026-08-01T23:29:09.644Z	2026-08-01T23:29:09.630Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantComet811	2026-08-01T23:29:11.225Z	2026-08-01T23:29:11.209Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CosmicVoyager927	2026-08-01T23:29:21.078Z	2026-08-01T23:29:21.059Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LunarDragon630	2026-08-01T23:29:24.617Z	2026-08-01T23:29:24.595Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
CrystalAce391	2026-08-01T23:29:36.047Z	2026-08-01T23:29:36.033Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
FrostNomad273	2026-08-01T23:29:37.734Z	2026-08-01T23:29:37.720Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ShadowHunter309	2026-08-01T23:29:42.124Z	2026-08-01T23:29:42.105Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LuckyPioneer847	2026-08-01T23:29:43.134Z	2026-08-01T23:29:43.117Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
EmberRaptor958	2026-08-01T23:29:43.942Z	2026-08-01T23:29:43.923Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
TurboFalcon900	2026-08-01T23:43:04.751Z	2026-08-01T23:43:04.736Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
GoldenRanger941	2026-08-01T23:43:29.951Z	2026-08-01T23:43:29.934Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
RadiantPikachu344	2026-08-01T23:43:37.759Z	2026-08-01T23:43:37.738Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
TurboCharizard790	2026-08-01T23:43:38.560Z	2026-08-01T23:43:38.541Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ElectricPhoenix695	2026-08-01T23:43:43.400Z	2026-08-01T23:43:43.381Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
ThunderWanderer715	2026-08-07T04:01:37.438Z	2026-08-07T04:01:37.422Z	You	FRIEND_INVITE	pgo		niasocial, pgo
SwiftRanger960	2026-08-22T22:53:17.123Z	2026-08-22T22:53:17.109Z	Friend	FRIEND_INVITE	pgo		niasocial, pgo
LunarPhoenix510	2026-08-23T02:34:01.802Z	2026-08-23T02:34:01.784Z	You	FRIEND_INVITE	pgo		niasocial, pgo
LuckyAce588	2026-08-24T05:37:13.943Z	2026-08-24T05:37:13.914Z	You	FRIEND_INVITE	pgo		niasocial, pgo
