Date and Time	Latitude of location reported by game	Longitude of location reported by game
2026-07-29T15:06:27.367Z	34.184265	-118.155365
2026-07-29T15:09:56.220Z	34.182652	-118.155556
2026-07-29T15:10:30.225Z	34.179136	-118.155072
2026-07-29T15:10:41.146Z	34.178059	-118.152738
2026-07-29T15:11:58.123Z	34.177406	-118.151007
2026-07-29T15:12:47.139Z	34.174314	-118.153128
2026-07-29T15:13:08.128Z	34.174943	-118.153072
2026-07-29T15:13:29.142Z	34.174165	-118.157286
2026-07-29T15:13:59.327Z	34.171746	-118.155639
2026-07-29T15:14:21.192Z	34.172353	-118.153007
2026-07-29T15:14:36.185Z	34.171299	-118.150256
2026-07-29T15:15:54.121Z	34.171365	-118.151422
2026-07-29T15:16:06.145Z	34.170722	-118.151915
2026-07-29T15:16:28.157Z	34.171828	-118.149654
2026-07-29T15:16:50.179Z	34.173334	-118.149173
2026-07-29T15:17:51.198Z	34.176462	-118.149067
2026-07-29T15:18:06.199Z	34.176563	-118.151373
2026-07-30T15:52:44.871Z	34.150027	-118.161620
2026-07-30T15:53:51.207Z	34.150453	-118.165764
2026-07-30T15:54:10.071Z	34.150944	-118.161569
2026-07-30T15:54:41.126Z	34.149370	-118.160330
2026-07-30T15:56:02.164Z	34.148805	-118.156468
2026-07-30T15:58:02.124Z	34.148612	-118.156639
2026-07-30T15:58:17.179Z	34.149366	-118.158342
2026-07-30T15:58:29.186Z	34.150929	-118.157833
2026-07-30T15:58:45.139Z	34.150129	-118.161474
2026-07-30T15:58:56.336Z	34.151982	-118.163860
2026-07-30T15:59:12.172Z	34.154043	-118.165488
2026-07-30T15:59:59.163Z	34.153433	-118.164754
2026-07-30T16:00:12.139Z	34.153270	-118.167714
2026-07-30T16:01:34.623Z	34.153032	-118.167420
2026-07-30T16:01:58.174Z	34.153659	-118.163472
2026-07-31T00:38:47.186Z	34.222036	-118.283971
2026-07-31T00:53:54.251Z	34.221919	-118.282714
2026-07-31T00:54:06.765Z	34.219027	-118.284286
2026-07-31T00:54:27.240Z	34.219141	-118.281025
2026-07-31T00:54:39.219Z	34.217593	-118.283306
2026-07-31T00:55:22.911Z	34.217144	-118.283434
2026-07-31T15:24:57.274Z	34.155692	-118.332181
2026-07-31T15:25:54.375Z	34.158992	-118.332791
2026-07-31T15:34:16.162Z	34.162385	-118.332873
2026-08-01T19:31:17.455Z	34.097252	-118.200237
2026-08-01T19:31:42.214Z	34.094450	-118.200703
2026-08-01T19:33:27.158Z	34.092933	-118.200362
2026-08-01T19:33:43.220Z	34.093400	-118.198761
2026-08-01T19:33:58.142Z	34.092496	-118.199752
2026-08-01T21:54:34.628Z	34.219220	-118.272314
2026-08-01T21:55:32.241Z	34.221210	-118.270033
2026-08-01T21:57:08.424Z	34.224139	-118.269966
2026-08-01T21:58:16.979Z	34.222637	-118.272129
2026-08-01T22:03:32.198Z	34.221750	-118.272198
2026-08-01T22:08:12.356Z	34.221765	-118.275891
2026-08-01T22:12:09.209Z	34.219775	-118.278789
2026-08-01T22:14:00.737Z	34.216741	-118.280837
2026-08-01T22:19:12.524Z	34.219270	-118.278393
2026-08-01T22:31:02.221Z	34.218888	-118.281642
2026-08-01T22:33:15.685Z	34.215727	-118.280708
2026-08-01T22:35:44.895Z	34.213133	-118.278070
2026-08-01T22:38:02.554Z	34.211678	-118.277428
2026-08-01T22:43:09.275Z	34.208841	-118.275478
2026-08-01T22:48:17.332Z	34.212107	-118.274360
2026-08-01T22:57:20.506Z	34.209774	-118.274570
2026-08-01T23:05:06.077Z	34.210403	-118.272990
2026-08-01T23:11:54.128Z	34.213936	-118.272205
2026-08-01T23:14:01.834Z	34.210536	-118.272267
2026-08-01T23:14:13.151Z	34.210758	-118.275519
2026-08-01T23:19:12.973Z	34.211938	-118.273363
2026-08-01T23:19:57.002Z	34.212733	-118.273051
2026-08-01T23:21:42.015Z	34.211967	-118.270193
2026-08-01T23:21:55.084Z	34.212769	-118.265997
2026-08-01T23:27:00.424Z	34.209858	-118.265145
2026-08-01T23:30:32.131Z	34.207258	-118.263584
2026-08-01T23:37:30.997Z	34.208558	-118.261577
2026-08-01T23:37:42.636Z	34.208614	-118.260022
2026-08-01T23:44:56.914Z	34.208968	-118.262646
2026-08-01T23:49:43.151Z	34.207546	-118.260745
2026-08-03T23:09:38.792Z	34.095793	-118.404564
2026-08-04T15:39:01.127Z	35.682812	139.636615
2026-08-04T15:41:29.045Z	35.680070	139.637645
2026-08-10T14:20:27.201Z	33.947164	-118.238013
2026-08-10T14:20:44.137Z	33.945281	-118.240804
2026-08-10T14:21:38.118Z	33.943443	-118.237232
2026-08-10T14:39:24.189Z	33.940690	-118.239613
2026-08-10T14:51:05.243Z	33.940879	-118.242448
2026-08-10T14:56:09.165Z	33.941648	-118.238665
2026-08-10T14:56:37.782Z	33.941156	-118.242831
2026-08-10T15:03:20.975Z	33.942238	-118.238774
2026-08-10T15:05:26.157Z	33.939303	-118.239267
2026-08-10T15:06:10.176Z	33.940217	-118.240542
2026-08-10T15:06:37.483Z	33.937256	-118.240006
2026-08-10T15:07:51.231Z	33.935704	-118.242744
2026-08-10T15:08:43.795Z	33.934892	-118.239994
2026-08-10T15:10:14.202Z	33.935487	-118.241158
2026-08-10T15:11:11.772Z	33.933662	-118.238798
2026-08-10T15:11:24.225Z	33.935564	-118.241347
2026-08-10T15:11:42.215Z	33.937199	-118.242368
2026-08-10T15:12:02.130Z	33.939682	-118.242711
2026-08-10T15:12:32.447Z	33.941936	-118.239643
2026-08-10T15:12:47.126Z	33.944073	-118.238520
2026-08-10T15:13:14.178Z	33.942201	-118.235247
2026-08-10T15:13:31.180Z	33.942353	-118.237727
2026-08-10T15:13:42.236Z	33.944525	-118.236147
2026-08-10T15:14:03.196Z	33.942494	-118.235400
2026-08-10T15:14:52.207Z	33.943810	-118.231417
2026-08-12T15:04:39.157Z	33.888235	-118.327413
2026-08-12T15:07:23.711Z	33.886417	-118.329959
2026-08-12T15:09:51.157Z	33.887558	-118.327195
2026-08-12T15:10:42.197Z	33.889456	-118.328185
2026-08-12T15:11:50.771Z	33.887003	-118.325304
2026-08-12T15:12:20.143Z	33.884511	-118.324337
2026-08-12T15:12:50.489Z	33.884745	-118.327583
2026-08-12T15:14:22.185Z	33.887105	-118.328775
2026-08-12T15:14:35.166Z	33.885087	-118.329061
2026-08-12T15:14:57.745Z	33.883298	-118.326881
2026-08-12T15:15:10.677Z	33.882868	-118.324842
2026-08-12T15:16:14.124Z	33.884738	-118.325166
2026-08-12T15:16:38.736Z	33.885284	-118.325233
2026-08-12T15:16:51.096Z	33.885196	-118.327496
2026-08-12T15:17:11.144Z	33.882984	-118.326165
2026-08-12T15:17:30.132Z	33.880922	-118.324407
2026-08-12T15:17:44.165Z	33.883328	-118.325690
2026-08-12T15:18:11.127Z	33.884551	-118.322406
2026-08-12T15:18:22.664Z	33.886556	-118.323509
2026-08-12T23:41:29.211Z	-33.872495	151.170128
2026-08-12T23:42:31.192Z	-33.872515	151.169912
2026-08-12T23:42:42.818Z	-33.870061	151.170217
2026-08-12T23:43:44.250Z	-33.869752	151.167862
2026-08-13T00:17:30.181Z	-33.871015	151.170618
2026-08-13T00:32:49.328Z	-33.873744	151.170851
2026-08-13T00:33:02.291Z	-33.873503	151.174964
2026-08-13T00:33:20.210Z	-33.876894	151.175604
2026-08-13T14:47:44.217Z	33.974292	-118.283220
2026-08-13T14:48:43.257Z	33.974013	-118.285361
2026-08-13T15:11:15.284Z	33.974683	-118.284624
2026-08-13T15:24:37.293Z	33.976480	-118.282179
2026-08-13T15:26:27.227Z	33.977892	-118.279101
2026-08-13T15:26:59.966Z	33.978181	-118.279360
2026-08-13T15:30:21.248Z	33.975435	-118.281659
2026-08-13T15:30:54.215Z	33.973799	-118.277807
2026-08-13T15:32:14.249Z	33.975846	-118.280145
2026-08-13T15:32:36.444Z	33.974411	-118.276917
2026-08-13T15:33:49.231Z	33.975172	-118.279864
2026-08-13T15:35:27.227Z	33.973815	-118.278016
2026-08-13T15:35:47.150Z	33.975300	-118.278239
2026-08-13T15:35:59.278Z	33.975359	-118.276794
2026-08-13T15:36:15.911Z	33.977516	-118.274078
2026-08-13T15:36:28.205Z	33.977273	-118.275680
2026-08-13T15:37:44.377Z	33.975385	-118.274951
2026-08-13T15:37:59.210Z	33.974851	-118.270710
2026-08-13T15:38:11.235Z	33.972979	-118.268398
2026-08-13T15:38:47.218Z	33.970895	-118.268131
2026-08-13T15:39:15.274Z	33.970368	-118.269214
2026-08-13T15:39:45.217Z	33.968456	-118.272829
2026-08-13T15:40:56.751Z	33.967051	-118.273582
2026-08-15T17:21:02.150Z	34.023241	-118.342128
2026-08-18T15:09:49.197Z	33.967190	-118.363753
2026-08-18T15:14:03.367Z	33.968595	-118.364993
2026-08-18T15:14:53.660Z	33.966972	-118.367462
2026-08-18T15:17:41.713Z	33.967637	-118.369937
2026-08-18T15:18:57.936Z	33.969773	-118.367175
2026-08-18T15:20:28.255Z	33.969952	-118.370980
2026-08-18T15:22:28.107Z	33.971364	-118.367451
2026-08-18T15:22:50.232Z	33.970307	-118.367119
2026-08-18T15:23:07.326Z	33.968474	-118.365221
2026-08-18T15:23:18.197Z	33.970519	-118.364259
2026-08-18T15:23:34.211Z	33.972806	-118.364412
2026-08-18T15:24:27.173Z	33.971761	-118.367336
2026-08-18T15:24:42.221Z	33.973120	-118.363918
2026-08-18T15:24:53.166Z	33.974955	-118.367395
2026-08-18T15:25:17.214Z	33.971973	-118.365077
2026-08-18T15:25:45.205Z	33.973141	-118.364447
2026-08-18T15:26:04.238Z	33.973509	-118.361689
2026-08-18T15:26:25.238Z	33.975913	-118.361876
2026-08-20T15:00:25.296Z	34.068983	-118.199132
2026-08-20T15:01:19.262Z	34.071020	-118.201564
2026-08-20T15:30:19.194Z	34.070222	-118.205008
2026-08-20T15:33:57.211Z	34.068648	-118.206755
2026-08-20T15:34:28.370Z	34.070489	-118.204413
2026-08-20T15:34:48.130Z	34.069522	-118.206433
2026-08-20T15:37:46.263Z	34.071552	-118.203435
2026-08-20T15:38:22.221Z	34.071886	-118.202740
2026-08-20T15:38:56.195Z	34.072172	-118.206805
2026-08-20T15:39:21.212Z	34.071578	-118.206528
2026-08-20T15:40:01.266Z	34.071900	-118.208589
2026-08-20T15:42:59.810Z	34.071950	-118.209203
2026-08-20T15:44:00.144Z	34.069651	-118.207096
2026-08-20T15:44:42.209Z	34.066672	-118.208123
2026-08-20T15:44:53.885Z	34.066951	-118.204802
2026-08-20T15:45:13.180Z	34.070355	-118.204415
2026-08-20T15:45:27.245Z	34.070224	-118.204673
2026-08-20T15:46:36.299Z	34.073291	-118.206212
2026-08-20T15:46:54.218Z	34.074460	-118.205918
2026-08-20T15:47:21.263Z	34.076825	-118.208814
2026-08-20T15:47:39.194Z	34.075234	-118.207150
2026-08-20T15:49:20.997Z	34.076385	-118.210873
2026-08-20T15:49:46.202Z	34.078156	-118.208638
2026-08-21T06:29:20.204Z	34.199636	-118.153577
2026-08-21T06:29:51.259Z	34.199315	-118.149636
2026-08-21T06:30:03.167Z	34.200652	-118.153643
2026-08-21T06:31:05.171Z	34.198912	-118.151585
2026-08-21T06:35:17.380Z	34.200190	-118.149417
2026-08-21T06:46:46.185Z	34.203082	-118.150241
2026-08-21T06:48:22.256Z	34.206096	-118.150849
2026-08-21T06:48:40.893Z	34.203109	-118.153189
2026-08-21T06:48:53.183Z	34.203491	-118.149546
2026-08-21T06:50:18.222Z	34.202075	-118.149325
2026-08-21T06:50:34.181Z	34.199763	-118.148287
2026-08-22T19:29:25.902Z	-23.586958	-46.592513
2026-08-22T20:10:05.986Z	-23.584180	-46.592188
2026-08-22T20:21:18.234Z	-23.585015	-46.591064
2026-08-22T20:21:27.208Z	-23.584175	-46.587905
2026-08-22T20:53:12.292Z	-23.581125	-46.588202
2026-08-22T20:56:59.604Z	-23.580234	-46.588334
2026-08-22T20:58:15.060Z	-23.583796	-46.587831
2026-08-22T21:03:39.051Z	-23.581423	-46.589474
2026-08-22T21:05:56.558Z	-23.582541	-46.591060
2026-08-22T21:07:13.953Z	-23.580609	-46.593011
2026-08-22T21:13:02.977Z	-23.580350	-46.592478
2026-08-22T21:13:15.898Z	-23.580779	-46.595117
2026-08-22T21:18:41.552Z	-23.578992	-46.598393
2026-08-22T21:23:41.080Z	-23.579848	-46.601161
2026-08-22T21:27:22.974Z	-23.579074	-46.601278
2026-08-22T21:27:34.927Z	-23.578010	-46.599866
2026-08-22T21:33:08.638Z	-23.580089	-46.601873
2026-08-22T21:36:43.907Z	-23.580453	-46.602068
2026-08-22T21:40:52.219Z	-23.583349	-46.600091
2026-08-22T21:41:23.527Z	-23.582986	-46.599708
2026-08-22T21:42:18.590Z	-23.582556	-46.599679
2026-08-22T21:46:57.969Z	-23.582804	-46.601750
2026-08-22T21:48:22.885Z	-23.581832	-46.603442
2026-08-22T21:57:52.798Z	-23.581798	-46.603424
2026-08-22T22:01:01.066Z	-23.578779	-46.603844
2026-08-22T22:05:36.296Z	-23.579218	-46.602420
2026-08-22T22:05:57.893Z	-23.578246	-46.605666
2026-08-22T22:11:09.574Z	-23.575254	-46.604892
2026-08-22T22:12:05.848Z	-23.575263	-46.601051
2026-08-24T15:13:50.209Z	34.072954	-118.143767
2026-08-24T15:18:13.180Z	34.074675	-118.140367
2026-08-24T15:18:45.191Z	34.071430	-118.140135
2026-08-24T15:23:44.238Z	34.073366	-118.139685
2026-08-24T15:24:20.202Z	34.072388	-118.143136
2026-08-24T15:25:56.822Z	34.070853	-118.141476
2026-08-24T15:26:44.251Z	34.069512	-118.142118
2026-08-24T15:27:17.240Z	34.070121	-118.141114
2026-08-24T15:27:36.241Z	34.071227	-118.141795
2026-08-24T15:28:11.172Z	34.072340	-118.138219
2026-08-24T15:28:22.678Z	34.072902	-118.139124
2026-08-24T15:28:42.157Z	34.072005	-118.138028
2026-08-24T15:29:19.491Z	34.070433	-118.135652
2026-08-24T15:30:14.204Z	34.069269	-118.133250
2026-08-24T15:30:28.219Z	34.067431	-118.131481
2026-08-24T15:30:43.147Z	34.064911	-118.131359
2026-08-24T15:30:59.133Z	34.065786	-118.133572
2026-08-24T15:31:14.150Z	34.066864	-118.135565
2026-08-24T15:31:24.825Z	34.063573	-118.134525
2026-08-24T15:31:39.176Z	34.065315	-118.134446
2026-08-24T15:31:51.238Z	34.067797	-118.135841
2026-08-24T15:32:10.166Z	34.069595	-118.135925
2026-08-24T15:32:22.183Z	34.066937	-118.133815
2026-08-25T15:31:58.238Z	34.073898	-118.213285
2026-08-25T15:33:57.262Z	34.076962	-118.215223
2026-08-25T15:34:30.196Z	34.074762	-118.217112
2026-08-25T15:37:54.208Z	34.072481	-118.217392
2026-08-25T15:38:30.202Z	34.071381	-118.214731
2026-08-25T15:41:57.147Z	34.070434	-118.217124
2026-08-25T15:42:19.234Z	34.071997	-118.219174
2026-08-25T15:42:51.245Z	34.069488	-118.221688
2026-08-25T15:43:24.232Z	34.067061	-118.222601
2026-08-25T15:45:00.207Z	34.069659	-118.224082
2026-08-25T15:45:49.145Z	34.072886	-118.224698
2026-08-25T15:45:59.808Z	34.072078	-118.224236
2026-08-25T15:48:46.076Z	34.072161	-118.222829
2026-08-25T15:50:16.004Z	34.072679	-118.224939
2026-08-25T15:50:34.321Z	34.074378	-118.223382
2026-08-25T15:50:50.244Z	34.077638	-118.224166
2026-08-25T15:51:09.195Z	34.074750	-118.223457
2026-08-25T15:51:59.247Z	34.076243	-118.222530
2026-08-25T15:53:33.160Z	34.078815	-118.222058
2026-08-25T15:54:12.554Z	34.079998	-118.223834
2026-08-26T15:06:29.509Z	34.112689	-118.237458
2026-08-26T15:06:57.193Z	34.113401	-118.233254
2026-08-26T15:08:02.191Z	34.113699	-118.230611
2026-08-26T15:36:27.293Z	34.116767	-118.232042
2026-08-26T15:39:43.223Z	34.114822	-118.231511
2026-08-26T15:39:55.257Z	34.115961	-118.228189
2026-08-26T15:42:50.263Z	34.118688	-118.227834
2026-08-26T15:43:01.863Z	34.121257	-118.226904
2026-08-26T15:44:43.900Z	34.122790	-118.228553
2026-08-26T15:45:49.643Z	34.119609	-118.228763
2026-08-26T15:46:38.193Z	34.120534	-118.232823
2026-08-26T15:47:32.258Z	34.117052	-118.232528
2026-08-26T15:47:44.193Z	34.118220	-118.232278
2026-08-26T15:48:13.203Z	34.117834	-118.233700
2026-08-26T15:48:26.230Z	34.116486	-118.231715
2026-08-26T15:48:45.147Z	34.117843	-118.230648
2026-08-26T15:49:19.706Z	34.118655	-118.228774
2026-08-26T15:50:38.860Z	34.118242	-118.225942
2026-08-26T15:51:17.245Z	34.114681	-118.225770
2026-08-26T15:52:46.267Z	34.116760	-118.227058
2026-08-26T15:53:43.159Z	34.118745	-118.227909
2026-08-27T15:05:01.261Z	33.957182	-118.363073
